01	Wien
02142	Gattendorf
02143	Kittsee
02144	Deutsch~Jahrndorf
02145	Prellenkirchen
02146	Nickelsdorf
02147	Zurndorf
02160	Jois
02162	Bruck~an~der~Leitha
02163	Petronell-Carnuntum
02164	Rohrau
02165	Hainburg~an~der~Donau
02166	Parndorf
02167	Neusiedl~am~See
02168	Mannersdorf~am~Leithagebirge
02169	Trautmannsdorf~an~der~Leitha
02172	Frauenkirchen
02173	Gols
02174	Wallern~im~Burgenland
02175	Apetlon
02176	Tadten
02177	Podersdorf~am~See
02212	Orth~an~der~Donau
02213	Lassee
02214	Kopfstetten
02215	Probstdorf
02216	Leopoldsdorf~im~Marchfelde
02230	Schwadorf
02231	Purkersdorf
02232	Fischamend
02233	Pressbaum
02234	Gramatneusiedl
02235	Maria-Lanzendorf
02236	M\"odling
02237	Gaaden
02238	Kaltenleutgeben
02239	Breitenfurt~bei~Wien
02242	St.~Andr\"a-W\"ordern
02243	Klosterneuburg
02244	Langenzersdorf
02245	Wolkersdorf~im~Weinviertel
02246	Gerasdorf~bei~Wien
02247	Deutsch-Wagram
02248	Markgrafneusiedl
02249	Gro\ss-Enzersdorf
02252	Baden
02253	Oberwaltersdorf
02254	Ebreichsdorf
02255	Deutsch-Brodersdorf
02256	Leobersdorf
02257	Klausen-Leopoldsdorf
02258	Alland
02259	M\"unchendorf
02262	Korneuburg
02263	Gro\ss ru\ss bach
02264	R\"uckersdorf~(Harmannsdorf)
02265	Hausleiten
02266	Stockerau
02267	Sierndorf
02268	Gro\ss mugl
02269	Niederfellabrunn
02271	Ried~am~Riederberg
02272	Tulln~an~der~Donau
02273	Tulbing
02274	Sieghartskirchen
02275	Atzenbrugg
02276	Reidling
02277	Zwentendorf~an~der~Donau
02278	Absdorf
02279	Kirchberg~am~Wagram
02282	G\"anserndorf
02283	Angern~an~der~March
02284	Oberweiden
02285	Marchegg
02286	Obersiebenbrunn
02287	Strasshof~an~der~Nordbahn
02288	Auersthal
02289	Matzen-Raggendorf
02522	Laa~an~der~Thaya
02523	Kirchstetten~(Neudorf~bei~Staatz)
02524	Kautendorf
02525	Gnadendorf
02526	Stronsdorf
02527	Wulzeshofen
