0201	Essen
0202	Wuppertal
0203	Duisburg
02041	Bottrop
02043	Gladbeck
02045	Bottrop-Kirchhellen
02051	Velbert
02052	Velbert-Langenberg
02053	Velbert-Neviges
02054	Essen-Kettwig
02056	Heiligenhaus
02058	W\"ulfrath
02064	Dinslaken
02065	Duisburg-Rheinhausen
02066	Duisburg-Homberg
0208	Oberhausen~Rheinland
0209	Gelsenkirchen
02102	Ratingen
02103	Hilden
02104	Mettmann
0211	D\"usseldorf
0212	Solingen
02129	Haan~Rheinland
02131	Neuss
02132	Meerbusch-B\"uderich
02133	Dormagen
02137	Neuss-Norf
0214	Leverkusen
02150	Meerbusch-Lank
02151	Krefeld
02152	Kempen
02153	Nettetal-Lobberich
02154	Willich
02156	Willich-Anrath
02157	Nettetal-Kaldenkirchen
02158	Grefrath~bei~Krefeld
02159	Meerbusch-Osterath
02161	M\"onchengladbach
02162	Viersen
02163	Schwalmtal~Niederrhein
02164	J\"uchen-Otzenrath
02165	J\"uchen
02166	M\"onchengladbach-Rheydt
02171	Leverkusen-Opladen
02173	Langenfeld~Rheinland
02174	Burscheid~Rheinland
02175	Leichlingen~Rheinland
02181	Grevenbroich
02182	Grevenbroich-Kapellen
02183	Rommerskirchen
02191	Remscheid
02192	H\"uckeswagen
02193	Dabringhausen
02195	Radevormwald
02196	Wermelskirchen
02202	Bergisch~Gladbach
02203	K\"oln-Porz
02204	Bensberg
02205	R\"osrath
02206	Overath
02207	K\"urten-D\"urscheid
02208	Niederkassel
0221	K\"oln
02222	Bornheim~Rheinland
02223	K\"onigswinter
02224	Bad~Honnef
02225	Meckenheim~Rheinland
02226	Rheinbach
02227	Bornheim-Merten
02228	Remagen-Rolandseck
02232	Br\"uhl~Rheinland
02233	H\"urth~Rheinland
02234	Frechen
02235	Erftstadt
02236	Wesseling~Rheinland
02237	Kerpen-T\"urnich
02238	Pulheim
02241	Siegburg
02242	Hennef~Sieg
02243	Eitorf
02244	K\"onigswinter-Oberpleis
02245	Much
02246	Lohmar~Rheinland
02247	Neunkirchen-Seelscheid
02248	Hennef-Uckerath
02251	Euskirchen
02252	Z\"ulpich
02253	Bad~M\"unstereifel
02254	Weilerswist
02255	Euskirchen-Flamersheim
02256	Mechernich-Satzvey
02257	Reckerscheid
02261	Gummersbach
02262	Wiehl
02263	Engelskirchen
02264	Marienheide
02265	Reichshof-Eckenhagen
02266	Lindlar
02267	Wipperf\"urth
02268	K\"urten
02269	Kierspe-R\"onsahl
02271	Bergheim~Erft
02272	Bedburg~Erft
02273	Kerpen-Horrem
02274	Elsdorf~Rheinland
02275	Kerpen-Buir
0228	Bonn
02291	Waldbr\"ol
02292	Windeck~Sieg
02293	N\"umbrecht
02294	Morsbach~Sieg
02295	Ruppichteroth
02296	Reichshof-Br\"ucherm\"uhle
02297	Wildbergerh\"utte
02301	Holzwickede
02302	Witten
02303	Unna
02304	Schwerte
02305	Castrop-Rauxel
02306	L\"unen
02307	Kamen
02308	Unna-Hemmerde
02309	Waltrop
0231	Dortmund
02323	Herne
02324	Hattingen~Ruhr
02325	Wanne-Eickel
02327	Bochum-Wattenscheid
02330	Herdecke
02331	Hagen~Westfalen
02332	Gevelsberg
02333	Ennepetal
02334	Hagen-Hohenlimburg
02335	Wetter~Ruhr
